fold,batch,seed,acc,subject,K
1,2,0,50.55555555555556,S02,180
1,2,1,50.55555555555556,S02,180
1,2,2,50.55555555555556,S02,180
1,2,3,50.55555555555556,S02,180
1,2,4,50.55555555555556,S02,180
1,2,5,50.55555555555556,S02,180
1,2,6,50.55555555555556,S02,180
1,2,7,50.55555555555556,S02,180
1,3,0,45.55555555555556,S02,180
1,3,1,45.55555555555556,S02,180
1,3,2,45.55555555555556,S02,180
1,3,3,45.55555555555556,S02,180
1,3,4,45.55555555555556,S02,180
1,3,5,45.55555555555556,S02,180
1,3,6,45.55555555555556,S02,180
1,3,7,45.55555555555556,S02,180
1,4,0,38.888888888888886,S02,180
1,4,1,38.888888888888886,S02,180
1,4,2,38.888888888888886,S02,180
1,4,3,38.888888888888886,S02,180
1,4,4,38.888888888888886,S02,180
1,4,5,38.888888888888886,S02,180
1,4,6,38.888888888888886,S02,180
1,4,7,38.888888888888886,S02,180
1,5,0,41.111111111111114,S02,180
1,5,1,41.111111111111114,S02,180
1,5,2,41.111111111111114,S02,180
1,5,3,41.111111111111114,S02,180
1,5,4,41.111111111111114,S02,180
1,5,5,41.111111111111114,S02,180
1,5,6,41.111111111111114,S02,180
1,5,7,41.111111111111114,S02,180
2,2,0,68.33333333333333,S02,180
2,2,1,68.33333333333333,S02,180
2,2,2,68.33333333333333,S02,180
2,2,3,68.33333333333333,S02,180
2,2,4,68.33333333333333,S02,180
2,2,5,68.33333333333333,S02,180
2,2,6,68.33333333333333,S02,180
2,2,7,68.33333333333333,S02,180
2,3,0,72.77777777777777,S02,180
2,3,1,72.77777777777777,S02,180
2,3,2,72.77777777777777,S02,180
2,3,3,72.77777777777777,S02,180
2,3,4,72.77777777777777,S02,180
2,3,5,72.77777777777777,S02,180
2,3,6,72.77777777777777,S02,180
2,3,7,72.77777777777777,S02,180
2,4,0,75.55555555555557,S02,180
2,4,1,75.55555555555557,S02,180
2,4,2,75.55555555555557,S02,180
2,4,3,75.55555555555557,S02,180
2,4,4,75.55555555555557,S02,180
2,4,5,75.55555555555557,S02,180
2,4,6,75.55555555555557,S02,180
2,4,7,75.55555555555557,S02,180
2,5,0,70.55555555555556,S02,180
2,5,1,70.55555555555556,S02,180
2,5,2,70.55555555555556,S02,180
2,5,3,70.55555555555556,S02,180
2,5,4,70.55555555555556,S02,180
2,5,5,70.55555555555556,S02,180
2,5,6,70.55555555555556,S02,180
2,5,7,70.55555555555556,S02,180
3,2,0,81.11111111111111,S02,180
3,2,1,81.11111111111111,S02,180
3,2,2,81.11111111111111,S02,180
3,2,3,81.11111111111111,S02,180
3,2,4,81.11111111111111,S02,180
3,2,5,81.11111111111111,S02,180
3,2,6,81.11111111111111,S02,180
3,2,7,81.11111111111111,S02,180
3,3,0,77.22222222222223,S02,180
3,3,1,77.22222222222223,S02,180
3,3,2,77.22222222222223,S02,180
3,3,3,77.22222222222223,S02,180
3,3,4,77.22222222222223,S02,180
3,3,5,77.22222222222223,S02,180
3,3,6,77.22222222222223,S02,180
3,3,7,77.22222222222223,S02,180
3,4,0,69.44444444444444,S02,180
3,4,1,69.44444444444444,S02,180
3,4,2,69.44444444444444,S02,180
3,4,3,69.44444444444444,S02,180
3,4,4,69.44444444444444,S02,180
3,4,5,69.44444444444444,S02,180
3,4,6,69.44444444444444,S02,180
3,4,7,69.44444444444444,S02,180
3,5,0,72.77777777777777,S02,180
3,5,1,72.77777777777777,S02,180
3,5,2,72.77777777777777,S02,180
3,5,3,72.77777777777777,S02,180
3,5,4,72.77777777777777,S02,180
3,5,5,72.77777777777777,S02,180
3,5,6,72.77777777777777,S02,180
3,5,7,72.77777777777777,S02,180
