fold,batch,seed,acc,subject,K
1,2,0,51.66666666666667,S01,5
1,2,1,82.77777777777779,S01,5
1,2,2,80.55555555555556,S01,5
1,2,3,87.77777777777777,S01,5
1,2,4,67.77777777777777,S01,5
1,2,5,81.66666666666667,S01,5
1,2,6,72.22222222222221,S01,5
1,2,7,81.66666666666667,S01,5
1,3,0,75.55555555555556,S01,5
1,3,1,90.55555555555556,S01,5
1,3,2,83.33333333333334,S01,5
1,3,3,82.22222222222221,S01,5
1,3,4,70.0,S01,5
1,3,5,92.22222222222223,S01,5
1,3,6,81.11111111111111,S01,5
1,3,7,86.66666666666667,S01,5
1,4,0,57.777777777777786,S01,5
1,4,1,85.00000000000001,S01,5
1,4,2,69.44444444444444,S01,5
1,4,3,85.55555555555556,S01,5
1,4,4,86.66666666666667,S01,5
1,4,5,85.55555555555556,S01,5
1,4,6,54.44444444444445,S01,5
1,4,7,86.66666666666667,S01,5
1,5,0,50.55555555555556,S01,5
1,5,1,68.88888888888889,S01,5
1,5,2,81.66666666666667,S01,5
1,5,3,78.33333333333334,S01,5
1,5,4,66.11111111111111,S01,5
1,5,5,76.66666666666666,S01,5
1,5,6,67.77777777777777,S01,5
1,5,7,70.0,S01,5
2,2,0,70.0,S01,5
2,2,1,73.88888888888889,S01,5
2,2,2,70.55555555555554,S01,5
2,2,3,82.22222222222223,S01,5
2,2,4,59.44444444444444,S01,5
2,2,5,65.55555555555556,S01,5
2,2,6,77.77777777777779,S01,5
2,2,7,72.22222222222221,S01,5
2,3,0,77.22222222222223,S01,5
2,3,1,76.66666666666667,S01,5
2,3,2,78.88888888888889,S01,5
2,3,3,67.22222222222223,S01,5
2,3,4,76.11111111111111,S01,5
2,3,5,67.22222222222221,S01,5
2,3,6,81.66666666666667,S01,5
2,3,7,77.77777777777779,S01,5
2,4,0,66.1111111111111,S01,5
2,4,1,71.1111111111111,S01,5
2,4,2,63.33333333333333,S01,5
2,4,3,64.44444444444444,S01,5
2,4,4,76.66666666666667,S01,5
2,4,5,76.66666666666666,S01,5
2,4,6,72.22222222222221,S01,5
2,4,7,68.88888888888887,S01,5
2,5,0,60.00000000000001,S01,5
2,5,1,73.33333333333334,S01,5
2,5,2,58.88888888888889,S01,5
2,5,3,71.66666666666667,S01,5
2,5,4,58.333333333333336,S01,5
2,5,5,63.888888888888886,S01,5
2,5,6,72.77777777777779,S01,5
2,5,7,77.22222222222221,S01,5
3,2,0,83.33333333333334,S01,5
3,2,1,81.11111111111111,S01,5
3,2,2,83.33333333333334,S01,5
3,2,3,83.33333333333334,S01,5
3,2,4,78.88888888888889,S01,5
3,2,5,82.22222222222223,S01,5
3,2,6,82.77777777777779,S01,5
3,2,7,83.88888888888889,S01,5
3,3,0,59.44444444444446,S01,5
3,3,1,82.22222222222223,S01,5
3,3,2,75.55555555555556,S01,5
3,3,3,81.11111111111113,S01,5
3,3,4,84.44444444444446,S01,5
3,3,5,75.0,S01,5
3,3,6,83.8888888888889,S01,5
3,3,7,77.77777777777779,S01,5
3,4,0,72.77777777777776,S01,5
3,4,1,77.77777777777779,S01,5
3,4,2,80.55555555555554,S01,5
3,4,3,78.88888888888889,S01,5
3,4,4,83.33333333333334,S01,5
3,4,5,88.33333333333333,S01,5
3,4,6,76.11111111111111,S01,5
3,4,7,84.44444444444444,S01,5
3,5,0,68.33333333333333,S01,5
3,5,1,75.55555555555557,S01,5
3,5,2,86.66666666666667,S01,5
3,5,3,78.88888888888889,S01,5
3,5,4,83.88888888888889,S01,5
3,5,5,73.88888888888889,S01,5
3,5,6,76.66666666666667,S01,5
3,5,7,67.22222222222221,S01,5
