fold,batch,seed,acc,subject,K
1,2,0,46.111111111111114,S02,32
1,2,1,49.44444444444444,S02,32
1,2,2,48.33333333333334,S02,32
1,2,3,52.22222222222223,S02,32
1,2,4,48.88888888888888,S02,32
1,2,5,52.22222222222223,S02,32
1,2,6,48.88888888888889,S02,32
1,2,7,47.77777777777777,S02,32
1,3,0,48.88888888888888,S02,32
1,3,1,46.666666666666664,S02,32
1,3,2,45.55555555555555,S02,32
1,3,3,46.666666666666664,S02,32
1,3,4,45.55555555555555,S02,32
1,3,5,43.333333333333336,S02,32
1,3,6,43.333333333333336,S02,32
1,3,7,47.22222222222221,S02,32
1,4,0,36.666666666666664,S02,32
1,4,1,34.44444444444444,S02,32
1,4,2,36.11111111111111,S02,32
1,4,3,35.0,S02,32
1,4,4,35.55555555555556,S02,32
1,4,5,36.11111111111111,S02,32
1,4,6,33.33333333333333,S02,32
1,4,7,37.222222222222214,S02,32
1,5,0,41.11111111111111,S02,32
1,5,1,39.44444444444444,S02,32
1,5,2,38.333333333333336,S02,32
1,5,3,39.44444444444445,S02,32
1,5,4,40.0,S02,32
1,5,5,39.44444444444444,S02,32
1,5,6,38.88888888888889,S02,32
1,5,7,41.111111111111114,S02,32
2,2,0,67.22222222222221,S02,32
2,2,1,67.77777777777779,S02,32
2,2,2,68.88888888888889,S02,32
2,2,3,68.33333333333333,S02,32
2,2,4,65.55555555555554,S02,32
2,2,5,67.22222222222221,S02,32
2,2,6,66.66666666666666,S02,32
2,2,7,71.11111111111111,S02,32
2,3,0,71.66666666666667,S02,32
2,3,1,71.66666666666667,S02,32
2,3,2,70.0,S02,32
2,3,3,70.55555555555554,S02,32
2,3,4,70.55555555555554,S02,32
2,3,5,72.22222222222221,S02,32
2,3,6,67.77777777777777,S02,32
2,3,7,71.66666666666667,S02,32
2,4,0,69.44444444444444,S02,32
2,4,1,73.33333333333333,S02,32
2,4,2,75.55555555555556,S02,32
2,4,3,74.44444444444443,S02,32
2,4,4,71.66666666666667,S02,32
2,4,5,75.55555555555556,S02,32
2,4,6,72.22222222222221,S02,32
2,4,7,76.66666666666667,S02,32
2,5,0,68.33333333333333,S02,32
2,5,1,67.77777777777779,S02,32
2,5,2,70.55555555555554,S02,32
2,5,3,67.77777777777779,S02,32
2,5,4,64.99999999999999,S02,32
2,5,5,68.33333333333333,S02,32
2,5,6,67.77777777777777,S02,32
2,5,7,67.22222222222223,S02,32
3,2,0,80.0,S02,32
3,2,1,80.55555555555556,S02,32
3,2,2,82.22222222222223,S02,32
3,2,3,76.66666666666667,S02,32
3,2,4,78.88888888888889,S02,32
3,2,5,82.22222222222223,S02,32
3,2,6,81.11111111111111,S02,32
3,2,7,77.77777777777779,S02,32
3,3,0,78.33333333333333,S02,32
3,3,1,78.33333333333333,S02,32
3,3,2,77.77777777777779,S02,32
3,3,3,77.22222222222221,S02,32
3,3,4,77.22222222222221,S02,32
3,3,5,79.44444444444446,S02,32
3,3,6,76.11111111111111,S02,32
3,3,7,78.88888888888889,S02,32
3,4,0,66.66666666666666,S02,32
3,4,1,68.88888888888887,S02,32
3,4,2,70.0,S02,32
3,4,3,68.33333333333333,S02,32
3,4,4,71.11111111111111,S02,32
3,4,5,69.44444444444444,S02,32
3,4,6,70.55555555555554,S02,32
3,4,7,70.55555555555556,S02,32
3,5,0,71.11111111111111,S02,32
3,5,1,73.88888888888889,S02,32
3,5,2,71.11111111111111,S02,32
3,5,3,71.66666666666667,S02,32
3,5,4,71.66666666666667,S02,32
3,5,5,71.66666666666667,S02,32
3,5,6,71.66666666666667,S02,32
3,5,7,73.88888888888889,S02,32
