fold,batch,frac,seed,method,acc,subject
3,2,0.05,2,winsorize,67.77777777777779,S01
3,2,0.05,3,standard,87.22222222222223,S01
3,2,0.05,3,reject,87.77777777777777,S01
3,2,0.05,3,winsorize,70.0,S01
3,2,0.1,0,standard,88.33333333333333,S01
3,2,0.1,0,reject,87.77777777777777,S01
3,2,0.1,0,winsorize,55.000000000000014,S01
3,2,0.1,1,standard,87.22222222222223,S01
3,2,0.1,1,reject,87.22222222222223,S01
3,2,0.1,1,winsorize,39.44444444444444,S01
3,2,0.1,2,standard,87.22222222222223,S01
3,2,0.1,2,reject,87.77777777777777,S01
3,2,0.1,2,winsorize,56.66666666666668,S01
3,2,0.1,3,standard,87.22222222222223,S01
3,2,0.1,3,reject,87.77777777777777,S01
3,2,0.1,3,winsorize,55.00000000000001,S01
3,2,0.2,0,standard,83.88888888888889,S01
3,2,0.2,0,reject,87.22222222222223,S01
3,2,0.2,0,winsorize,20.555555555555557,S01
3,2,0.2,1,standard,82.22222222222223,S01
3,2,0.2,1,reject,88.33333333333333,S01
3,2,0.2,1,winsorize,20.555555555555557,S01
3,2,0.2,2,standard,84.44444444444446,S01
3,2,0.2,2,reject,87.77777777777777,S01
3,2,0.2,2,winsorize,28.888888888888893,S01
3,2,0.2,3,standard,82.22222222222223,S01
3,2,0.2,3,reject,87.77777777777777,S01
3,2,0.2,3,winsorize,15.000000000000002,S01
3,3,0.0,0,standard,87.22222222222223,S01
3,3,0.0,0,reject,87.22222222222223,S01
3,3,0.0,0,winsorize,52.77777777777778,S01
3,3,0.0,1,standard,87.22222222222223,S01
3,3,0.0,1,reject,87.22222222222223,S01
3,3,0.0,1,winsorize,52.77777777777778,S01
3,3,0.0,2,standard,87.22222222222223,S01
3,3,0.0,2,reject,87.22222222222223,S01
3,3,0.0,2,winsorize,52.77777777777778,S01
3,3,0.0,3,standard,87.22222222222223,S01
3,3,0.0,3,reject,87.22222222222223,S01
3,3,0.0,3,winsorize,52.77777777777778,S01
3,3,0.05,0,standard,87.22222222222223,S01
3,3,0.05,0,reject,87.77777777777777,S01
3,3,0.05,0,winsorize,63.33333333333333,S01
3,3,0.05,1,standard,86.66666666666667,S01
3,3,0.05,1,reject,87.77777777777777,S01
3,3,0.05,1,winsorize,57.22222222222223,S01
3,3,0.05,2,standard,83.8888888888889,S01
3,3,0.05,2,reject,87.22222222222223,S01
3,3,0.05,2,winsorize,58.33333333333335,S01
3,3,0.05,3,standard,83.88888888888889,S01
3,3,0.05,3,reject,86.11111111111111,S01
3,3,0.05,3,winsorize,57.22222222222223,S01
3,3,0.1,0,standard,87.22222222222223,S01
3,3,0.1,0,reject,86.66666666666667,S01
3,3,0.1,0,winsorize,50.0,S01
3,3,0.1,1,standard,83.33333333333334,S01
3,3,0.1,1,reject,87.77777777777777,S01
3,3,0.1,1,winsorize,42.22222222222222,S01
3,3,0.1,2,standard,82.77777777777779,S01
3,3,0.1,2,reject,87.22222222222223,S01
3,3,0.1,2,winsorize,48.33333333333334,S01
3,3,0.1,3,standard,84.44444444444446,S01
3,3,0.1,3,reject,87.22222222222223,S01
3,3,0.1,3,winsorize,36.111111111111114,S01
3,3,0.2,0,standard,77.77777777777779,S01
3,3,0.2,0,reject,86.66666666666667,S01
3,3,0.2,0,winsorize,20.555555555555557,S01
3,3,0.2,1,standard,78.33333333333334,S01
3,3,0.2,1,reject,87.77777777777777,S01
3,3,0.2,1,winsorize,21.666666666666668,S01
3,3,0.2,2,standard,76.11111111111111,S01
