fold,batch,frac,seed,method,acc,subject
3,3,0.02,2,robust,86.66666666666667,S01
3,3,0.02,3,standard,83.8888888888889,S01
3,3,0.02,3,robust,87.22222222222223,S01
3,3,0.02,4,standard,85.00000000000001,S01
3,3,0.02,4,robust,86.66666666666667,S01
3,3,0.02,5,standard,86.66666666666667,S01
3,3,0.02,5,robust,87.22222222222223,S01
3,3,0.05,0,standard,83.88888888888889,S01
3,3,0.05,0,robust,87.77777777777777,S01
3,3,0.05,1,standard,83.88888888888889,S01
3,3,0.05,1,robust,87.22222222222223,S01
3,3,0.05,2,standard,85.00000000000001,S01
3,3,0.05,2,robust,87.77777777777777,S01
3,3,0.05,3,standard,84.44444444444446,S01
3,3,0.05,3,robust,87.22222222222223,S01
3,3,0.05,4,standard,85.00000000000001,S01
3,3,0.05,4,robust,87.22222222222223,S01
3,3,0.05,5,standard,84.44444444444444,S01
3,3,0.05,5,robust,87.77777777777777,S01
3,3,0.1,0,standard,85.00000000000001,S01
3,3,0.1,0,robust,88.33333333333333,S01
3,3,0.1,1,standard,83.8888888888889,S01
3,3,0.1,1,robust,87.77777777777777,S01
3,3,0.1,2,standard,86.11111111111111,S01
